"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4527709";"";"0";"796.68";"1";"3.50";"AIK-29/21";"COc1ccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 22.3 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513139";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4554441";"";"0";"253.37";"0";"2.27";"DDD01824313:01";"CCCSc1ccc(NC(=O)NCCN)cc1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 42.6 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL270317";"";"0";"366.90";"0";"3.58";"MMV663250";"Clc1cccc(C(c2ccc(CN3CCNCC3)cc2)n2ccnc2)c1";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 34.8 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513149";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1290407";"";"0";"385.42";"0";"4.12";"MMV1782107";"O=c1[nH]c(=O)n(Cc2cccc(Oc3ccccc3)c2)cc1Nc1ccccc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 26.3 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL3735815";"";"0";"298.38";"1";"5.31";"MMV1593535";"CCCCCCC1c2ccc(O)cc2Oc2cc(O)ccc21";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 23.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1229883";"";"0";"378.38";"0";"3.41";"MMV1581553";"COc1ccc2c(c1)cc(CNC(=O)c1cc3ccccc3o1)n2CC(=O)O";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 47.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4519644";"";"0";"447.34";"0";"0.74";"MMV1582494";"C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3[nH]ncc3c2)c1.Cl.Cl";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 9.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4544837";"";"0";"396.42";"0";"1.08";"LB_N7_11";"CCCCCCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 4; Maxinhib 31.9 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513148";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4576813";"";"0";"925.91";"2";"5.67";"AIK-29/20";"COc1ccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4nc(C(=O)NCCN5CCOCC5)c(C5CCCCC5)s4)n(C)c3)cn2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"MIC";"'>'";"32000.0";"nM";"";"";"Median N= 2; Maxinhib 36.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513139";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4591377";"";"0";"744.77";"2";"5.25";"AIK-20/8/1(3)";"Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4ccc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1.O=C(O)C(F)(F)F";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 9.4 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513139";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1200344";"NAFCILLIN SODIUM";"0";"436.47";"0";"2.48";"SAM002589927";"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 37.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513141";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL719";"MUPIROCIN";"4";"500.63";"1";"2.59";"SAM002589979";"C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 10.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513141";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4529581";"";"0";"681.67";"1";"4.10";"FS-6/9";"COc1cccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cc2)c1.O=C(O)C(F)(F)F";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 31.1 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513139";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL3832883";"";"0";"350.81";"0";"4.07";"MMV663915";"Clc1ccc(-c2nnc3cncc(OCCc4ccccc4)n23)cc1";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 6.3 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513155";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL428496";"WORTMANNIN";"0";"428.44";"0";"2.54";"0221019:01";"COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 17.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296183";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL2005417";"";"0";"724.97";"2";"5.71";"0292567:01";"COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 21.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296183";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4547534";"";"0";"241.30";"0";"1.20";"DDD01814628:01";"c1ccc(N2CCN(c3ncccn3)CC2)nc1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 20.8 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4532401";"";"0";"228.24";"0";"1.70";"DDD01809809:01";"FC(F)Oc1cccc(N2CCNCC2)c1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 41.2 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4574318";"";"0";"211.65";"0";"2.45";"DDD01819754:01";"CCC1Oc2c(Cl)cccc2NC1=O";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 0.8 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4571976";"";"0";"334.22";"0";"2.30";"DDD01811211:01";"NC(=O)C1CCN(Cc2ccc(Br)c3cccnc23)C1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 30.6 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4583402";"";"0";"213.28";"0";"1.64";"DDD01819717:01";"c1ccc2c(N3CCNCC3)cncc2c1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 12.0 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4553468";"";"0";"294.40";"0";"2.47";"DDD01823919:01";"O=C(CSCCO)Nc1ncc(-c2ccccc2)s1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 20.6 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL3394250";"";"0";"406.51";"0";"4.35";"MMV1582497";"CC(C)c1ccc(COc2cccc(-c3cc([S+](C)[O-])c(C#N)c(=O)[nH]3)c2)cc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 60.2 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL3113524";"";"0";"330.40";"0";"2.35";"MMV1581551";"c1ccc(-c2nnc3c4ccccc4c(N4CCNCC4)nn23)cc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 23.7 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4297609";"OLOROFIM";"2";"498.56";"0";"4.08";"MMV1782354";"Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 20.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1537296";"";"0";"333.39";"0";"2.90";"MMV596723";"O=C(c1cc(O)nc2ccccc12)N1CCN(c2ccccc2)CC1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 31.3 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL550956";"";"0";"364.21";"0";"4.27";"MMV1581031";"Fc1cccc(Cl)c1C1CC(c2ccc(Cl)cc2)Nc2nnnn21";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 38.5 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL3989402";"PERAMIVIR";"4";"382.46";"1";"-0.14";"MMV1593511";"CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O.O.O";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 20.2 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
